ClaimID,PolicyID,AccidentDate,ReportedDate,PaymentDate,ClaimStatus,PaidAmount,IncurredAmount
CLM-TZ-1485,POL-MOT-5073,2024-05-28,2024-07-08,2024-09-28,Closed,3043000.0,3397000.0
CLM-TZ-1486,POL-MOT-5141,2019-04-10,2019-06-18,2019-09-16,Open,1644000.0,1956000.0
CLM-TZ-1487,POL-MOT-5070,2020-09-07,2020-10-11,2021-05-13,Closed,5313000.0,6435000.0
CLM-TZ-1488,POL-MOT-5006,2024-09-13,2024-09-29,2024-12-26,Closed,6500000.0,6509000.0
CLM-TZ-1489,POL-MOT-5084,2024-05-04,2024-08-14,2024-11-29,Closed,26418000.0,27741000.0
CLM-TZ-1490,POL-MOT-5052,2021-09-25,2021-12-30,2022-02-16,Open,3540000.0,4297000.0
CLM-TZ-1491,POL-MOT-5003,2022-09-20,2022-11-30,2023-02-22,Closed,2746000.0,3295000.0
CLM-TZ-1492,POL-MOT-5081,2020-08-30,2020-09-18,2020-11-03,Closed,2408000.0,3106000.0
CLM-TZ-1493,POL-MOT-5063,2020-02-17,2020-04-10,2020-04-23,Closed,1393000.0,1711000.0
CLM-TZ-1494,POL-MOT-5049,2021-10-12,2021-11-07,2022-04-22,Open,2781000.0,3574000.0
CLM-TZ-1495,POL-MOT-5076,2021-02-13,2021-02-18,2021-09-04,Closed,1476000.0,1787000.0
CLM-TZ-1496,POL-MOT-5112,2022-07-02,2022-11-28,2023-05-20,Closed,2347000.0,2557000.0
CLM-TZ-1497,POL-MOT-5175,2019-06-20,2019-06-28,2019-10-18,Closed,7404000.0,7638000.0
CLM-TZ-1498,POL-MOT-5109,2024-11-04,2025-05-03,2025-07-27,Closed,725000.0,895000.0
CLM-TZ-1499,POL-MOT-5183,2024-11-30,2025-01-04,2025-12-28,Closed,6199000.0,7397000.0
